,sentiment,content
6565,1,theasterik better be also yes unf unf lt lisa still gotten any btw smacked
6566,0,dj cm drink enough hangover tired worked
6567,1,going away party amber road trip tomorrow
6568,1,danijelabaron good morning lincolnshire could use exercise also
6569,0,dying hair back pink missed cupcake miss sherry melanie
6570,0,stuck work stuck work hungry
6571,1,happy bank holiday monday twitter bath time spring clean movie marathon lazy day
6572,0,raining phl delay flight schedule bummed missing jay leno s last tonight s show today
6573,1,fluffdoodle lol triplet haha glad morgan got bag even ride ride
6574,1,ktml nice work buying coda dude great app unfortunately bought full usd jealous
6575,1,firefly weekend scifi channel happy man
6576,1,afiaa afaya who the handsome blue beast hhihihuahauu
6577,1,today happy got got school early bored
6578,1,halden thank you
6579,1,frama c oh yeah point taken
6580,0,aw one fishies died
6581,0,gt gt why blonde keep failing driver license test gt gt gt gt gt everytime stopped jumped back seat
6582,1,awsome know know know
6583,0,favorite spotter last tweet go phone
6584,0,got clean bathroom today
6585,0,remnant missed everyone tonight
6586,1,ipat hmm idk song
6587,0,japanese exchange student cutest thing ever seen seriously haha want put pocket amp keep d
6588,0,sh t getting even sad currently library j think last one tooooo
6589,0,xdjio ware se fast enough x x m ssd raid mhz iop hpt might try adaptec ghz
6590,0,subville snuggle back everyones telling get but ive year x
6591,0,work work kind o orc
6592,0,lathargic definitely need today rest sad bout havin call mentally needed
6593,0,feel really really bad sorry
6594,0,rain finally arriving drat guess mean picnic living room instead wolftrap tonite
6595,0,always feel sickly wake up well got busy day ahead me yippeee
6596,1,hangin home watchin twiligghhttt readin again lol school sukked today bahaha
6597,1,here s big moan dave leyrock im hr pity me coloursfest ahoy xo
6598,0,wanted see story acorn tonight glen beck missed
6599,0,hate bringing ipod school
6600,0,laura mckay sadly no sitting inside mobile signal work garden opening wine bang pm though
6601,0,look like office tv get mlb network look like mlbn televising det bal game today wieters
6602,1,hatzmusic got guy chat lol
6603,1,pretty happy thing changed past month definitely best
6604,0,sad cant go friend house
6605,1,oh andremichelle s birthday happy birthday andre michelle
6606,1,omg meant realhughjackman lt perfect wolverine sir hehe
6607,0,computer died
6608,0,another friday night in man skint rubbish
6609,1,stuntazian still them yay gonna eat
6610,1,bored um song day quot i caught paramore quot quot no good deed musical wicked quot oh fully alive flyleaf
6611,1,today better panda eally cheer up dont know happy like legit happy
6612,0,quinztar oh no mean able get pwned shottie weekend
6613,0,well that s last fabs gone
6614,1,english class working interactive oral
6615,0,net died yeah sad
6616,0,confused angry anxious top everything lonely
6617,0,beccachan happy birthday sorry blank one sister messed up
6618,0,think gonna able go see jb d concert wrong time close
6619,0,chocolovere feel way every day
6620,1,chicagogirl gotcha place atlantic side better surfing plus like close crazy foreign restaurant mmm fl
6621,0,watching qi dave still quite bored even adam davis cheer up quite funny
6622,0,impossible
6623,1,lay pool take nap agenda day
6624,0,orion girl ooc sorry keep missing other
6625,1,formicadinette yipe sorry hear
6626,0,billohbill s amp r devon horse show gettin mostly rained out lot event ben cancelled incl coach
6627,0,emo moment many tear love family sorors
6628,1,watching bleach
6629,1,lol woow okay big deal
6630,0,damn paid like first slightly stoopid show charge pop make sad
6631,1,doctor office woooo much fun go back wotk cant afford off
6632,0,alexandramusic morning alex hope tweeting lot today miss xx
6633,1,bemeaningful thanks ff wink
6634,1,adam carter good film
6635,1,moredays moredays yay yay taken nearly finished better good
6636,1,mskiannathediva awesome worked before good friend
6637,1,yay bought american dad volume also seen australia dvd could lot cheaper going
6638,0,lexie kevin can t leave work
6639,1,well making dinner making dinner wet hair
6640,1,jaiash anytime that s im giggle
6641,0,shonali hello like little chat can t dm you mail id
6642,0,wtf getting now hm tm today that revision revision revision
6643,0,ialejandro aww thought forgot last night hardly twitter phone text evening ok
6644,1,mkasper thank
6645,0,iaretanja forgot put something essential day
6646,1,ate much vegetarian pizza dinner good
6647,0,psylentmike haha funny mikee probably mike ever like sad thought
6648,0,interesting evening amongst homeless people venice beach last night wishing camera me model release
6649,0,gah buddy k must hang person right miss him along parker mcphee
6650,0,song make want cry
6651,1,watching loudquietloud documentary ever awesome pixy realised joey santiago david lovering twitterer fantastic
6652,0,robpattznews die gosh die til movie award
6653,0,got smashed face th grader thowing football twice bleed
6654,0,ran outta bathroom pass maybe mr french nice today
6655,1,emilyyoung havin fun x btw isnt bowling x xx
6656,0,xoxojennxoxox feel lost keep running in head staring face haha basically headache amp eye hurt
6657,0,female robin flew window watched die bush think going cry now
6658,1,dayteed cool linux
6659,0,hello thank followfridays people always forget sorry
6660,0,dorritos repressd get migranes repressd leaf either arthritis and or gout
6661,0,miss mom quot may angel lead in quot
6662,0,batman sound bicycle suck cant ride
6663,1,cake sister s birthday
6664,0,nicole http twitpic com rylt ur lucky there stage close theem think dangerous
6665,1,yeaaaah tangerang vacation
6666,0,think book gone forever mourn forever shit
6667,1,hey tweeps good morning wussup america talk tell wut s ur mind
6668,1,babyexpat commercial shoot tokyo much time play quick dirty
6669,1,commander cool yep here s hoping
6670,1,maddiewan maddie start working watch world
6671,0,got caught rain outside im cold bbbrrr
6672,1,u friendster add me email adress add loco crime st yahoo com add leave comment
6673,1,hit view myspace thanks everyone
6674,0,sooo lost without car truly depressing pregnant people never stressed out
6675,0,rafealanthem yes ready go got here ugh sooo pretty outside
6676,1,sellputs agreed take little find way stocktwits did cant imagine working w o
6677,1,taylorswift created account get chance chat admire you amazing inspire write lt
6678,1,im exploring home xd back vacation nice home
6679,1,daftlikejack seems totally awesome me know two real reason celebrating
6680,0,clubbing weekend due busted knee lt emo gt life s unfair lt emo gt
6681,0,im still devastated manchester united losing ucl final
6682,0,flucio jerk can t go dammit frank suck bad
6683,1,gabilicious hahaha probably sorry got thing around house and go jared s parent house
6684,1,ddlovato second episode sonny wac new zealand tonight and still are amazing ily xx
6685,1,day cellstorms like it
6686,0,giblahoj oh mother day france germany usa
6687,1,bryybryyy lumberjack http twitpic com wqe
6688,1,weekend great if work them
6689,1,jenniferdodd town next week party get back happy early birthday
6690,0,weirdest hive leg arm heck allergic to itch bad dang it
6691,1,waiting amy me reecerentboy go see hannah montanna movie
6692,0,day cant go slower
6693,1,chill n babez
6694,1,sherylloch too happy mom s get rule kid take day
6695,0,waaaaaaaa kicked u bank getting monday omg chilito
6696,0,dumbblondy bad u always change ur profile pic
6697,1,enjoying bank holiday meeting real estate agent offer amsterdam apartment rent
6698,1,sitting gatwick going home week cant wait see family
6699,0,moonfrye working extra hour
6700,0,lcpromotions doubt it boo always leave behind awesome roadtrips
6701,1,jmascia yay found u great time tonight
6702,1,jenniferlai aww too today good like
6703,0,twitter eat dm s happy
6704,1,planted flovers school garden yr old very mucky great fun
6705,1,good monday all still wet outside inside sunny feeling surge warmth energy good day
6706,1,serenity thanks hun next time go
6707,0,poor poor mouth
6708,1,good show sleepytime goodnight moon
6709,1,flisstee think late night friday hit town meet friend soon ice cream coffee
6710,0,awww daddy got car accident pray him shook n lil
6711,0,happiness chinese totally disappointed food usually good fail
6712,0,kimp know already two week
6713,0,epmorgan know read bt can t sit outside coz gota answer phone
6714,0,corona bad craving mexican pastry go uptown get
6715,1,morning im ready weeee sunday
6716,1,o happy mother day
6717,0,sirhova clownin since got flooded htown april got repaired thought
6718,0,gonna laundry never laundry hotel before i miss r even though ignore even check me
6719,0,cant hear anything outta left ear
6720,0,going sleep now gt happy mother s day amp happy birthday me
6721,1,watching alien boobie craig rise house early bedtime grown ups
6722,0,ok passenger one alive dead know til end cry
6723,0,one bad day migraine today st since neck surgery month
6724,1,ellisnyc earth none u walk water horny nerd trying find way thru life lol
6725,0,well official strep
6726,0,neeeeeeeed music suggestion one give
6727,0,tried audioboo recording it distorted due high volume ob
6728,1,wordydirts thanks first lol
6729,1,terrencetaps yeeeeah i much better off think
6730,0,elena left morning nine month spent living probably year till see again hmph
6731,1,oowweee china club wuz poppin lipstic n pump full effect
6732,0,jhaywardbenzal ouch hate happens
6733,1,missshell eeeeep jealous work um u receive viva broadcast online plz
6734,0,reemerband hiyaa tour really disappointed make hope dandy xxxxxxxx
6735,0,fast amp furious excellent movie andy great guy time lol
6736,0,scarymommy sure entire blogroll terribly updated could motivate update redo it
6737,0,back home moment iï¿½m speaking aunt telephone darius neighting backround miss little horse
6738,1,jessmcflyxxx gdgd well better go get ready work haha fun tonight x x
6739,0,suppose get go find sumthin wear tomorrow can t get
6740,0,havent age sorry twitter tweetdeck broken
6741,0,plus janessa hurt feeling
6742,0,baby left gonna get ready again leavin chili full
6743,1,cheese toast ham get ready go london
6744,0,poynterjones join jealousy l
6745,1,new golf vi tsi hp fast
6746,0,well thats day watching panther tonight beat saint finger crossed cause qld team playing round
6747,0,zo e aw well im sorry like july reason
6748,0,aliceqfoodie wow mom lot energy getting tired reading tweet ur living it
6749,1,finally found perfect matte lcd cleaner i nix screen cleaner ftw
6750,0,follow mzthave cause really shop there even though showin love
6751,1,traveling alone make meet new people new circle stranger become friend
6752,1,tommcfly read online article mentioned meh happy stuck guy just try get rid
6753,0,pd aw poor you ironing eek lol raining too prob try get kid later nt exciting im afraid
6754,1,sittin home hellllllllsssssss yeah got girrrrrl boysssss amp mangy cat good time life goodnight twitter
6755,0,gotta go going circus real circus britney s tour sadly
6756,0,blackout city never good
6757,1,less hr graduation going tonight celebrate
6758,0,hollytheboss lol sorry bout today did u get them amp else r u guyz doinq cuz c im eligable howeva itz spelled lol
6759,1,petiteantoin oh that s cool thanks
6760,1,joechacko thx became ibm master inventor really enjoyed blog particularly vegan tag
6761,1,starbucks lovin
6762,0,damn missed xsparkage s blogtv hope funsies
6763,1,vinylvickxen kno doooo yall partyin
6764,1,found baby cousin gonna dad least married already everybody getting married kid
6765,0,epic ocd moment deleted sims file spent hour building set favorite food wrong
6766,1,finally packed thinking time sleep ready chicago
6767,1,robdelete yo think last night good see ya
6768,0,wreck getting real sore now fault insurance planning go wedding tonight
6769,0,awkwardtown know think going miss it though sacrificing money job happiness suck as
6770,0,last day ko olina north shoreee
6771,0,seoulbeats romance zero funny
6772,1,jakpedz come out
6773,1,fab sunny day
6774,1,thanks feedback everyone
6775,1,lollipop really good interview read really enjoyed x
6776,1,brooklyn suppose sleep in i ll call ladybug
6777,0,bit dump today awful day maybe good time write song y
6778,0,jonaswebcast missed it
6779,1,love two favorite show acronym lol
6780,1,picked copy printed brochure bwrc excited
6781,1,joshcough also dense treatment cps continuation based interpreter design sicp good
6782,0,dbdc lol hate happens hyped know it lunch sound nice hope nice time
6783,0,overwhelming finally catching cousin bff since three seen year ah memory miss
6784,1,ang cho con hamster m p t p th d c b ng cï¿½ch b vï¿½o banh ch y lï¿½ng vï¿½ng trong phï¿½ng
6785,1,ddlovato wish there live holland going see paris
6786,1,food look amazing dessert frozen grand marnier souffle course eat bar
6787,1,dinolich know still want see
6788,0,pink wow now your really kickin carey s butt competition see soon
6789,0,hr say ca taking tax check
6790,1,got macbook
6791,1,free unlimited ringtones http tinyurl com freeringring usa awesome iphone
6792,0,selling bonnaroo ticket can t get time away work anyone dc area interested meet up
6793,0,summersunrays that s sad
6794,0,mitchelmusso can t can t can t sad venezuela
6795,1,got alot runnin around today get job app completed file glad got job
6796,0,day allweb i m still tired
6797,1,going see sweeney todd stage best friend bday today i know going one sings along
6798,0,absolutely gutted going badu tonight guy fun got home need head downtown now gd heat
6799,1,gamerbabe feeling little sleepy now reading gunter grass wonderful tiny print eye done
6800,0,iaquarian heart mela much cept last time went booked u saturday instead friday feed u
6801,1,ladyredcrest miss hazy safe trip indy home
6802,0,didnt leave voicemail inlove
6803,1,last night fun w lightening thunder today s
6804,1,good girl school today wa it yayy
6805,0,wish hanging kobe right
6806,0,can t sleep throat dry hell ugh still gon wake fabulous
6807,0,keep trying hurt me tear cried past month enough
6808,0,know rule say always point knife away you learned lesson one straight finger
6809,0,killzonedotcom ti sad day
6810,0,yea baby im gonna miss much
6811,1,show gratitude someone something nice you small quot thanks quot go long way mike wesely twitip
6812,0,gonna sound really sad amp depressing really really miss uncle sam
6813,0,modem offline week now god bless g network tim left again may schedule brutal
6814,0,got new high speed machine stuffed latest technology development office z crashed
6815,1,new twitter coolness conversation neighbor http is gd ybd thunderstorm
6816,1,thanks steph must keep updated ur turn
6817,1,rgoodchild yeah made great noise tripped house circuit breaker good time worth part
6818,0,unopened pack goat cheese starin face starving din til
6819,0,strained muscle lower back today amp amp hurt hurt running weekend
6820,0,redstarfuture awww no ugly
6821,1,get plane come drink cristal
6822,1,hoopsiscrazy u think web design wld go well international brotherhood magician maybe magic success sxswi
6823,0,jwalsh damnit all suck one one thought drag back lol
6824,1,today check day week artist s way hurray time celebrate another good completed journey
6825,1,happy mother day mom
6826,0,people txting sorry phone dead can t resurrect it hopefully verizon replace back tonight
6827,1,scapersuse hey song that would like listen
6828,0,missing meldibiase day can t pas quick enough
6829,1,tinas fun meeting tina definitely soon
6830,1,arizona abby thank you check
6831,0,bored freakinspecial hope wlan go today
6832,0,oh usual warn new follower tend over tweet canuck game apology advance
6833,1,like bride s sense humor wore wedding gown once by accident http bit ly tnshf
6834,1,punnie use it heard powershell nice
6835,1,omg rat ewwwww omg cant wait tha marra ecxcited annabel cant go tho
6836,1,aloliver am going hike today
6837,0,billbathgate any sorry wahh lub u toooo
6838,1,shaymonkey comin wit u
6839,0,doctahana can t really anything that i
6840,1,rachaelphillips wow really pretty talented lady impressed
6841,1,ok found way now think tonight let s let go dance time
6842,1,dinner awesome im happy mom enjoyed bday able spoil yay lol
6843,1,ctakeaway great remix it double wow
6844,1,happy star war day everyone may th xxx
6845,0,hungry
6846,0,got home downtown dead plus im kinda weather gotta get work tomorrow
6847,1,rikmach yeah remember hug
6848,0,second year
6849,1,nice night golfing
6850,0,luck goin forum im person earth goin
6851,0,jessiimiica like saddest person jtv right
6852,1,say goodbye karenbrady agneslikaite two best intern elevate ever
6853,0,kezzawezz want dinna hink get shown elgin n got nae go with n
6854,1,cottonandcloud moooorning fancy coffee
6855,1,senior done day woohoo going night
6856,0,feeling stressed strung out awake am mind buzzing mr dr talking
6857,0,one people wrong world blame people there great world living in shit
6858,0,time chat sorry girl miss y all new lawnmower yeah today s highlight tomorrow is
6859,0,oooh battlestar galactica channel rebellion episode man feel sad became gaeta liked
6860,0,last day working uni today sad time
6861,0,hip wide rock mario kart short bone structure year old boy
6862,0,parboo lol birmingham st love time move on good morning
6863,0,lovereed thx girl woke up cnt believe sick fever wish could pound nyquil suck
6864,1,ksidney wolverine great must see
6865,1,nope get nice also
6866,0,really tired work whole day tomorrow thought depresses me uncoooool
6867,1,home beach foot burned proud sunscreen
6868,0,going panahra dinner miss guy
6869,1,ubernostrum really ought pay attention phone tweet sure moives better
6870,1,yay last class semester
6871,1,jonathanrknight awww sweetie hope mom wonderful mother s day
6872,1,look like yet another beautiful day london
6873,0,woke missing alabama terribly dad say moving there soon thank god
6874,1,junelover email em email gave u thanx awesome person
6875,0,working weekend
6876,0,feeling really dizzy soo good
6877,0,last full day high school today sad may never see lot friend ever again
6878,1,wishing good night everybody
6879,0,epiphanygirl upset get ticket time fav artist one venue
6880,1,faninfo absolutely good backup romo december
6881,0,jovenatheart never follow sad lol
6882,1,nice win dodger giant
6883,1,happy star war day
6884,1,first lie in month great mooching house
6885,0,miss th floor view
6886,1,happy friday not happy rain
6887,1,relaxing fragrance soo in latest love still lavender amp chamomile the basic one trying find flower scent
6888,1,impaulgriffiths pauly wallly made life fucking happy hell love x reply back
6889,1,enjoy hols xxx
6890,1,went see priscilla ahn last night amazin band actually
6891,0,dont like random gloomy weather
6892,0,tryin fall asleep work
6893,0,hot texas ac upstairs broken really hot house
6894,0,joycewaddle like almost sholders
6895,1,right need breakfast let s see make tweeting thinking bloke multitasking lol
6896,1,srmpromoinc lol sound fun
6897,1,tomfelton http twitpic com jam oh beautiful happy great time heartz
6898,0,didnt get hug today
6899,1,sydeni f babei best two second movie
6900,1,spilled beer leg wasted half beer home now met cute girl good conversation
6901,1,good morning ate pizza breakfast
6902,0,crisis forgot fringe comb men no one help
6903,0,tahninial nothing make up last time checked jar curry sauce pepper inside disappointed
6904,0,mitchelmusso allowed call live uk parent say cost much suck
6905,0,queeniecyrus morning miss sarah cyrus what s up x
6906,1,guy follow ginoboi rx twitterwar dd go ginoooo
6907,1,friday freakin happy today annoying day buuut weekend tgif lt
6908,1,missxtatti thanks adding
6909,1,miraihl sound like great day enjoy
6910,0,kat yeah done work weekend sooooo bummed
6911,1,asks thnx griting take care god bless http plurk com p rqo
6912,1,sabrina yes cant wait hope vip pass help since people already campin hahah
6913,1,joycsc thanks motivation returning rate inputting coffee
6914,0,wish work today
6915,0,jaz paige aww hey know you lol sick outtie me
6916,1,whatever workweek s over time go play new phone sim card transfer contact list
6917,0,smellthecheese know sad
6918,1,dougiemcfly hey cant wait u guy come jersey woop hope ur lookin ward coz r x
6919,0,kesoleil oh man yogg today worse last week
6920,1,finally working subbed copy pika nichi heeeee
6921,0,yomama go room first time week cleaning
6922,0,marvelvscapcom doesnt work already
6923,1,oh watched third episode jonas awesome
6924,0,jjanebb include getaway music fail
6925,0,first time going home early suck b single one call
6926,0,want part window clubhouse wl space blog random place share window stuff
6927,0,bunnybridget would love learn trapeze wanted since kid sadly there s place live teach
6928,0,seagull hate im utterly depressed it miss him
6929,1,fatz galore aaaw bad good mood phone someone lol
6930,0,hamilton get hockey team really think name hamilton team name not sad
6931,1,cool lil night berrie s eat pizza waitin noelpresident
6932,1,woah awesome show glad back hotel though nightie night happy mother s day mommy s
6933,0,early
6934,0,shower taken room right bed yeasterday shower balcony sea wiew bit nicer
6935,0,feeling fab today missing boo
6936,0,greggrunberg showin love ya really gonna miss greg beeman s directing next season ya ll s commentary r funny
6937,1,quot nappy s quot da new quot n quot word by da way ilove quot nappy quot braid igot quot hang time quot homie lol
6938,0,leg hurting standing day
6939,0,riley alphabet fashion show today forgot camera cute
6940,1,chelsea anstee hope expo would amazing im trying hard make perfection is
6941,1,wookiesgirl thinking quot i never see tweet quot well duh follow you can t can
6942,0,aaaaahhhh friday but funeral
6943,1,finally gonna try fall asleep goodnight like morn sleep
6944,0,tgif also sad last day get work favorite tv reporter
6945,0,rain almost perfect day clothes wet
6946,1,mathewdavid iknowww many people know tho like keep little secret
6947,0,spend lunch murderin hit
6948,0,tina beanz damn sorry hear tina
6949,0,cross cause stuck twiddling thumb now ugh
6950,0,ng got it poor thing gonna choice much longer though
6951,1,watchin family guy
6952,0,helloinsightful cereal doesnt come toy anymore jus thinkin buyin wrong kind say aint mo
6953,0,iamnauj can t wish sleeping gotta work less hour wait what re u up
6954,0,tommcfly hey tom happy enjoying brazil sad cuz goin see show
6955,0,mathewhulbert there s film tv job especially wmids can t afford move away yet sorry missed
6956,0,missing hobo slut tramp way life cooking mother saturday night mama luv u
6957,1,galacticfaerie sound great looking forward
6958,1,watching freo sunday arvo good hobby
6959,0,clumsyflic kid got second chance shudnt have mowgli didnt gutted
6960,1,archnialeitl hello friend you found gbw doing glad see twitter learn german
6961,1,stopped raining fuckingtastic
6962,0,mizzlalabaybii kewsboogie im lonely right now maybe sade got feeling like
6963,0,juicytots getting ton spam mail inbox too driving insane
6964,1,jtimberlake thank happy mother day mother also snl tonight
6965,1,car home yay boo paying mom installment gave today need win lottery
6966,0,cab slow probably miss first beer
6967,1,way take photo park
6968,0,little mile run done minute exhausted impressed hrm
6969,0,jessereed u watch day earth stood still u see bye u got d c im sad left ur gone ily lt
6970,1,emily glad hear weather s nice rained every day last five day fun exploring
6971,0,get tonight s sytycd online anywhere streamed like hulu paid like itunes missed favorite judge can t sleep
6972,0,miss rich
6973,1,new star trek movie awesomeness unnecessary brief underwear scene pun intended besides that awesomeness startrek
6974,0,usually creative mother s day lately feeling creative o k good night uh morning
6975,0,kirbis trusted matt life picture funnnn night though
6976,1,well interesting attempt commute work exactly plan end though great
6977,0,taking brother airport gym
6978,0,headaaaaaaaaaaaache
6979,1,bugmum oh twas brilliant idea say say idea woman
6980,0,katrinalmoreno im idiot missing last show
6981,0,kelauli sad right now
6982,1,serenajwilliams hi serena want say good luck madrid paris month
6983,1,bos night out
6984,1,chilling feeling really nice
6985,0,peep coming chi twn today weekend hang w dont time always workin
6986,0,saying goodbye jesshowe year awesome helping fit team veritas
6987,0,today feelin like crap
6988,0,found quot friend quot isnt actually hey shit happens
6989,1,oh memory http blip fm yxd
6990,1,and accumulating money again use fancy finance app thinking getting another cd ira saving house crazy
6991,0,even bother anymore everyone makin feel like im waste space
6992,0,burnt zuccini
6993,0,cuterain following follower not nice
6994,0,finger hurt
6995,1,arnaudjacobs haha yeah improving nite big time make skype call soon tho tear away
6996,0,oh check stock port marketing unable buy ticon best price
6997,1,yvasquez thank sister
6998,1,williamduncan archetype thing comm class studied archetype popular medium reading link now thanks
6999,0,back work migraine lingering can t wait weekend
7000,1,ethanrock thanks head up ethan watching
7001,0,wonder karma point turned http plurk com p wxj
7002,1,bass drum head breaking equal bust need ticket may th you
7003,0,ugh miserable looking day degree summer go
7004,1,poeticblasphemy see finally got set avatar cool
7005,1,time bed hope saturday lovely mine wa
7006,1,paula deen look like delicious recipe try tonite
7007,0,twitterberry hate
7008,1,hey fun friend now cleaning
7009,0,o looking old stuff found record old band well a band month ever heard
7010,1,geramie yeah thinking ahaha
7011,0,full moon lovely friend family b day wish came true lt addition gray matter one cutest movie ever
7012,1,primaveron need would ve made picture much cooler mine bottle green eeyea thooo
7013,0,finally got call marriage counseling day late
7014,0,got english yay d math
7015,1,another fun night chilled wit homie green turtle n park good time good time
7016,1,new stripey top day
7017,0,every saturday till work suck friday monday july th either
7018,1,got home city light show yeahhh
7019,0,lucysiebens think disgusting
7020,0,really want see up one want go
7021,1,broooooke kk s fun eating lol remember shaun love haha
7022,1,signing night watching quot the reader quot sure snooze point good night
7023,1,marano aww thanks babe plan tomorrow
7024,1,havin much better day today finished last twilight book yesterday class start next week get yall
7025,0,work missing miami fam anywayz abigaildsouza mrohboy carolina jonathan prtyprincess jessdosil amp amp amp
7026,1,going littleskillet lunch today earthandy who s in still need hit atm
7027,1,used last dvd r window iso next batch lightscribe dicsc want see work
7028,0,computer alllllllllllllllll day
7029,1,rodsmack k much appreciated yeah sure challenge great reward trade anything
7030,1,fantastic saturday
7031,1,good day today tomorrow even better
7032,1,hey robluketic back robluketic live gt http ustre am wv
7033,1,raining fine rain u know fine rain wet
7034,0,angel oh totally want see star trek kristine already seen hubby
7035,0,home feel like going work tomorrow
7036,0,slept hr body aching
7037,1,great talk tony afternoon going give another go
7038,1,havin friend hangin christian tonight gonna roast marshmellows chocolate cramcrackers
7039,0,brainstuck didnt get joke
7040,0,hey everyone guess what rooney coming today
7041,0,amypredsfan oops too late already popped bridge since missed tv i lt blair amp jo too
7042,0,got cofo late close today close monday back meet buyer tonight show home
7043,0,pretty cold outside today got another exam
7044,1,misskittymarie event writing song finished tmnt v mmpr song excited record wednesday
7045,1,finally got twitter follow tweet lt
7046,1,ah bank holiday morning reading elle bed getting excited roast dinner sheering later
7047,1,family bbq today amp fave cousin come
7048,1,tribal cafe watermelon slush natalie singing ashley quot s birthday love around
7049,0,dinosuit idk stupid th grader
7050,0,http twitpic com p jthawthorne ohio lover tattoo got design shirt haha lost shirt
7051,1,it back pakistan http bkite com kbp
7052,0,low low low low low low low low low
7053,1,th month
7054,1,yesssssssssss rocket moon going warped
7055,0,stomach cramp sat bed hot water bottle hot milk amp toast feel like wi girl minus stomach cramp
7056,1,good day
7057,1,shufflebite im gunna juhs another way talk ta yu lt
7058,1,love time starbucks
7059,0,noo xbox got red ring death
7060,1,buckhollywood hey buck love u load love quot what buck quot
7061,0,dougreport read floyd article say private
7062,0,raptorsforum sigh know am
7063,1,finally going bed everybody whatever doing blessed
7064,1,got back footy thankgod eagle
7065,1,want greet mom s happy mother day may enjoy day
7066,1,good mornin today end early woo gonna work rick s surprise project due tuesday
7067,0,bored miss everybody already
7068,1,thriftymommy enjoyed seeing everyone presented saturday clark howard event especially pre clark speaker
7069,0,ti died know why
7070,0,doonytime minstrel might grab petrol station head back work delicious
7071,1,peoplebrowsr nice new profile picture glad see friend
7072,0,slovakbrewer yeah wanted bottling sanitized good taste like choc orange
7073,1,dinner crown south moreton david stroppy teenager
7074,1,davejmatthews concert tonight fenwayyy hopefully rain stop
7075,1,beautyholic woohoooo both retail therapy surprise visit two thing love
7076,1,oh yeah grill out it bbq tonight house
7077,0,splitting headache
7078,1,sunnyphoenix like no n tha dj comp hella wack gud dj got free gud
7079,1,can t wait november jobros concert examination
7080,1,moving today excited
7081,1,really really getting excited
7082,0,back reality boo
7083,0,head cold
7084,1,taylorswift welcome you taylor although raining can t wait concert x
7085,1,michaelmknight good morning nothing particular meeting people drink evening monday
7086,1,bwmson you know say w nothing love dude
7087,1,lonely gosforth gallery excited meal six followed antony johnson tonight woohoo
7088,1,nice pre mother s day dinner out cocktail retiring evening
7089,1,mint choc ice cream whilst studying now thats good
7090,1,mileycyrus quot i wanna go prom one day quot i wish u go prom even though im guy but thatwouldmakeof myfriends happy
7091,0,dtballa want forgive forget this please dont like promise going live without drama now so please
7092,1,one day pray get better
7093,0,bah still work lol foot hurt nose stop running
7094,1,oh joy gong long weekebd yipee â¡
7095,1,happy google wave trending can t watch video it certain flash video blocked company s network
7096,1,chesterbaker really laughing loud seeing limo front macdonalds funny
7097,0,okibi ah found weird screen name name war jazz
7098,1,happy monday going tavares today hope everyone blessed day
7099,1,eashmore like real time guy ha g night amp happy birthday kid
7100,0,sad casue everyone going seperate way never going see friend again
7101,1,brookeamanda yep awesome max haha
7102,0,meant mama
7103,1,thanks much everyone came speakeasy last night hit wonderful see fun june awesome
7104,0,theerealfdhc welcome glasgow felix sorry cant tonight
7105,1,danni really wish could go
7106,1,theolifants de wereld need ppl like you
7107,1,frozenthesword yay hope day work wonderful si bank holiday england today everyone work
7108,0,itï¿½s ffa evil grin iï¿½m busy work today wonï¿½t get anything done
7109,0,downside getting tdl day early time read til next week anyway still hurrah clutch close
7110,0,cindyefolson signal make internet quot go quot pretty bad getting tech get fixed up though
7111,1,kristensavage knew it use love show happy weekend too
7112,1,darenyeow oh wow really good think im going use one lol
7113,1,wondering big rumored new large screen kindle http is gd wyfi and start seeing k textbook
7114,0,millys yummy asian food haha listening let go sad song
7115,1,gfalcone tom u hahahahahahhah bff
7116,0,man daddy left work never see lot miss daddy
7117,1,mrsgizara fort belvoir base hub stationed pentagon cant wait pug pup looooove mine
7118,1,thanks ksatnews doublepunching update tonight vote
7119,1,six foot theme jjj
7120,0,woke late amp trying get sh t done work
7121,0,empty house ine share
7122,1,taylorswift oh great hope blast there
7123,0,lulion praying you sorry hear bro man
7124,0,feeling pretty tired lonely
7125,1,pleasebemine australia get may th off enjoy
7126,0,writing word newsbites http plurk com p wybh
7127,0,robertpound groom think die old maid lol
7128,0,bushidokan class got canceled sign karate someplace else
7129,1,goooooodmorning
7130,1,happy star war day everyone enjoy holiday uk
7131,1,bunnymousekitt hahaha yes discussion always seem jump around randomly
7132,0,upset left phone home
7133,1,diy dying mg clothes black again save money
7134,0,saschaillyvich guess mean beta read either story huh
7135,0,hate watchn thing make sad n wana cry
7136,1,iamkeshia happy birthday keshia keshia bo beshia
7137,0,paper work friday afternoo
7138,1,stevensmith indeed twitter mate happening here enjoy hope see arou http twurl nl joxe
7139,0,queenbofmakeup need post time tour apology supporter
7140,1,listening olivia play lol
7141,0,blah car repair almost dollar shopping around better deal
7142,1,utterhip u r welcome pal u truly deserve followed
7143,1,good day going get bed
7144,1,pcsketch actually wanting buy bus one day amp turn motor home imagine whopping big blokeslib logo
7145,0,heresmyhello hate change course fan life lt oh met rob something went horribly wrong
7146,0,feel like fish im big glass car dealership looking world people walking fun sun im stuck here
7147,1,snl hosted justin timberlake startssssssssssss now woohoo
7148,1,watching justin timberlake snl
